Data type,UnitTypeInput Id,UnitTypeInput Name,Unit Input Custom Name,Timestamp,Timestamp short (UTC),Value,Base,Unit Id,Unit Name
Hourly Temperature,5802,SensairSunlight,,2024-02-13T04:00:00.0000000+00:00,2/13/2024 4:00:00 AM,21.7667888888889,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-13T05:00:00.0000000+00:00,2/13/2024 5:00:00 AM,35.6586027777778,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-13T05:00:00.0000000+00:00,2/13/2024 5:00:00 AM,20.997375,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-13T05:00:00.0000000+00:00,2/13/2024 5:00:00 AM,518.613333333333,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-13T05:00:00.0000000+00:00,2/13/2024 5:00:00 AM,21.8279527777778,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-13T06:00:00.0000000+00:00,2/13/2024 6:00:00 AM,35.254175,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-13T06:00:00.0000000+00:00,2/13/2024 6:00:00 AM,21.2267722222222,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-13T06:00:00.0000000+00:00,2/13/2024 6:00:00 AM,529.644166666667,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-13T06:00:00.0000000+00:00,2/13/2024 6:00:00 AM,22.0373055555556,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-13T07:00:00.0000000+00:00,2/13/2024 7:00:00 AM,35.1288222222222,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-13T07:00:00.0000000+00:00,2/13/2024 7:00:00 AM,21.5297277777778,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-13T07:00:00.0000000+00:00,2/13/2024 7:00:00 AM,558.099722222222,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-13T07:00:00.0000000+00:00,2/13/2024 7:00:00 AM,22.3267,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-13T08:00:00.0000000+00:00,2/13/2024 8:00:00 AM,35.3719944444445,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-13T08:00:00.0000000+00:00,2/13/2024 8:00:00 AM,21.8495944444444,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-13T08:00:00.0000000+00:00,2/13/2024 8:00:00 AM,623.430555555556,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-13T08:00:00.0000000+00:00,2/13/2024 8:00:00 AM,22.6554972222222,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-13T09:00:00.0000000+00:00,2/13/2024 9:00:00 AM,35.724025,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-13T09:00:00.0000000+00:00,2/13/2024 9:00:00 AM,22.1709222222222,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-13T09:00:00.0000000+00:00,2/13/2024 9:00:00 AM,678.030555555556,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-13T09:00:00.0000000+00:00,2/13/2024 9:00:00 AM,23.0169777777778,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-13T10:00:00.0000000+00:00,2/13/2024 10:00:00 AM,36.1354027777778,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-13T10:00:00.0000000+00:00,2/13/2024 10:00:00 AM,22.4148388888889,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-13T10:00:00.0000000+00:00,2/13/2024 10:00:00 AM,696.630555555556,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-13T10:00:00.0000000+00:00,2/13/2024 10:00:00 AM,23.2588583333333,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-13T11:00:00.0000000+00:00,2/13/2024 11:00:00 AM,35.9830555555556,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-13T11:00:00.0000000+00:00,2/13/2024 11:00:00 AM,22.7790722222222,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-13T11:00:00.0000000+00:00,2/13/2024 11:00:00 AM,727.577777777778,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-13T11:00:00.0000000+00:00,2/13/2024 11:00:00 AM,23.7251222222222,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-13T12:00:00.0000000+00:00,2/13/2024 12:00:00 PM,35.7977111111111,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-13T12:00:00.0000000+00:00,2/13/2024 12:00:00 PM,22.8067416666667,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-13T12:00:00.0000000+00:00,2/13/2024 12:00:00 PM,750.530555555556,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-13T12:00:00.0000000+00:00,2/13/2024 12:00:00 PM,23.776025,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-13T13:00:00.0000000+00:00,2/13/2024 1:00:00 PM,35.5412194444445,%,17903,Programmør kontor Co2 
