Data type,UnitTypeInput Id,UnitTypeInput Name,Unit Input Custom Name,Timestamp,Timestamp short (UTC),Value,Base,Unit Id,Unit Name
Hourly Total Power,0,,,2023-10-01T07:00:00.0000000+00:00,10/1/2023 7:00:00 AM,3870.56327030556,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-10-01T07:00:00.0000000+00:00,10/1/2023 7:00:00 AM,570000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-10-01T07:00:00.0000000+00:00,10/1/2023 7:00:00 AM,3870.56327030556,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-10-01T07:00:00.0000000+00:00,10/1/2023 7:00:00 AM,23973.7624943989,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-10-01T07:00:00.0000000+00:00,10/1/2023 7:00:00 AM,173.642224925278,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-10-01T07:00:00.0000000+00:00,10/1/2023 7:00:00 AM,60.7346357163028,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-10-01T07:00:00.0000000+00:00,10/1/2023 7:00:00 AM,41.0796008007861,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-10-01T08:00:00.0000000+00:00,10/1/2023 8:00:00 AM,3614.54664563889,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-10-01T08:00:00.0000000+00:00,10/1/2023 8:00:00 AM,570000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-10-01T08:00:00.0000000+00:00,10/1/2023 8:00:00 AM,3614.54664563889,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-10-01T08:00:00.0000000+00:00,10/1/2023 8:00:00 AM,23973.9549720798,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-10-01T08:00:00.0000000+00:00,10/1/2023 8:00:00 AM,163.856555006667,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-10-01T08:00:00.0000000+00:00,10/1/2023 8:00:00 AM,60.7342832913194,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-10-01T08:00:00.0000000+00:00,10/1/2023 8:00:00 AM,41.1076739179528,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-10-01T09:00:00.0000000+00:00,10/1/2023 9:00:00 AM,3480.62946558333,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-10-01T09:00:00.0000000+00:00,10/1/2023 9:00:00 AM,570000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-10-01T09:00:00.0000000+00:00,10/1/2023 9:00:00 AM,3480.62946558333,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-10-01T09:00:00.0000000+00:00,10/1/2023 9:00:00 AM,23974.1065532646,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-10-01T09:00:00.0000000+00:00,10/1/2023 9:00:00 AM,151.000404286945,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-10-01T09:00:00.0000000+00:00,10/1/2023 9:00:00 AM,60.6677908313583,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-10-01T09:00:00.0000000+00:00,10/1/2023 9:00:00 AM,40.20771416585,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-10-01T10:00:00.0000000+00:00,10/1/2023 10:00:00 AM,1358.46076994444,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-10-01T10:00:00.0000000+00:00,10/1/2023 10:00:00 AM,570000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-10-01T10:00:00.0000000+00:00,10/1/2023 10:00:00 AM,1358.46076994444,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-10-01T10:00:00.0000000+00:00,10/1/2023 10:00:00 AM,23974.2515689332,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-10-01T10:00:00.0000000+00:00,10/1/2023 10:00:00 AM,150.406786096667,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-10-01T10:00:00.0000000+00:00,10/1/2023 10:00:00 AM,60.4107463843917,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-10-01T10:00:00.0000000+00:00,10/1/2023 10:00:00 AM,52.2068648985778,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-10-01T11:00:00.0000000+00:00,10/1/2023 11:00:00 AM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-10-01T11:00:00.0000000+00:00,10/1/2023 11:00:00 AM,570000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-10-01T11:00:00.0000000+00:00,10/1/2023 11:00:00 AM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-10-01T11:00:00.0000000+00:00,10/1/2023 11:00:00 AM,23974.4081991615,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-10-01T11:00:00.0000000+00:00,10/1/2023 11:00:00 AM,150.988720561667,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-10-01T11:00:00.0000000+00:00,10/1/2023 11:00:00 AM,60.3035576084778,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-10-01T11:00:00.0000000+00:00,10/1/2023 11:00:00 AM,60.07519114855,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-10-01T12:00:00.0000000+00:00,10/1/2023 12:00:00 PM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-10-01T12:00:00.0000000+00:00,10/1/2023 12:00:00 PM,570000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-10-01T12:00:00.0000000+00:00,10/1/2023 12:00:00 PM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-10-01T12:00:00.0000000+00:00,10/1/2023 12:00:00 PM,23974.5566378977,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-10-01T12:00:00.0000000+00:00,10/1/2023 12:00:00 PM,151.187406741667,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-10-01T12:00:00.0000000+00:00,10/1/2023 12:00:00 PM,60.3560999569167,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-10-01T12:00:00.0000000+00:00,10/1/2023 12:00:00 PM,60.1069563836833,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-10-01T13:00:00.0000000+00:00,10/1/2023 1:00:00 PM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-10-01T13:00:00.0000000+00:00,10/1/2023 1:00:00 PM,570000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-10-01T13:00:00.0000000+00:00,10/1/2023 1:00:00 PM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-10-01T13:00:00.0000000+00:00,10/1/2023 1:00:00 PM,23974.7098867025,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-10-01T13:00:00.0000000+00:00,10/1/2023 1:00:00 PM,150.812117336111,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-10-01T13:00:00.0000000+00:00,10/1/2023 1:00:00 PM,60.155628449125,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-10-01T13:00:00.0000000+00:00,10/1/2023 1:00:00 PM,59.9489606984111,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-10-01T14:00:00.0000000+00:00,10/1/2023 2:00:00 PM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-10-01T14:00:00.0000000+00:00,10/1/2023 2:00:00 PM,570000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-10-01T14:00:00.0000000+00:00,10/1/2023 2:00:00 PM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-10-01T14:00:00.0000000+00:00,10/1/2023 2:00:00 PM,23974.8532568581,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-10-01T14:00:00.0000000+00:00,10/1/2023 2:00:00 PM,148.627866094444,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-10-01T14:00:00.0000000+00:00,10/1/2023 2:00:00 PM,60.2003983078611,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-10-01T14:00:00.0000000+00:00,10/1/2023 2:00:00 PM,60.0071432191917,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-10-01T15:00:00.0000000+00:00,10/1/2023 3:00:00 PM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-10-01T15:00:00.0000000+00:00,10/1/2023 3:00:00 PM,570000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-10-01T15:00:00.0000000+00:00,10/1/2023 3:00:00 PM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-10-01T15:00:00.0000000+00:00,10/1/2023 3:00:00 PM,23975.0116280359,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-10-01T15:00:00.0000000+00:00,10/1/2023 3:00:00 PM,149.220080067222,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-10-01T15:00:00.0000000+00:00,10/1/2023 3:00:00 PM,60.3004732721611,°C,15456,Billing heatmeter MC602
