Data type,UnitTypeInput Id,UnitTypeInput Name,Unit Input Custom Name,Timestamp,Timestamp short (UTC),Value,Base,Unit Id,Unit Name
Hourly Temperature,4706,Input 6,Temp return,2023-11-01T12:00:00.0000000+00:00,11/1/2023 12:00:00 PM,42.5168839754889,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-11-01T13:00:00.0000000+00:00,11/1/2023 1:00:00 PM,19034.8512134167,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-11-01T13:00:00.0000000+00:00,11/1/2023 1:00:00 PM,577000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-11-01T13:00:00.0000000+00:00,11/1/2023 1:00:00 PM,19034.8512134167,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-11-01T13:00:00.0000000+00:00,11/1/2023 1:00:00 PM,24311.5910966641,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-11-01T13:00:00.0000000+00:00,11/1/2023 1:00:00 PM,783.645558430555,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-11-01T13:00:00.0000000+00:00,11/1/2023 1:00:00 PM,63.7627578888306,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-11-01T13:00:00.0000000+00:00,11/1/2023 1:00:00 PM,42.5299120188167,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-11-01T14:00:00.0000000+00:00,11/1/2023 2:00:00 PM,19431.3013291111,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-11-01T14:00:00.0000000+00:00,11/1/2023 2:00:00 PM,577000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-11-01T14:00:00.0000000+00:00,11/1/2023 2:00:00 PM,19431.3013291111,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-11-01T14:00:00.0000000+00:00,11/1/2023 2:00:00 PM,24312.4373128848,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-11-01T14:00:00.0000000+00:00,11/1/2023 2:00:00 PM,846.491164981945,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-11-01T14:00:00.0000000+00:00,11/1/2023 2:00:00 PM,63.4907801229667,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-11-01T14:00:00.0000000+00:00,11/1/2023 2:00:00 PM,42.3826685127639,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-11-01T15:00:00.0000000+00:00,11/1/2023 3:00:00 PM,17996.5480290833,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-11-01T15:00:00.0000000+00:00,11/1/2023 3:00:00 PM,577000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-11-01T15:00:00.0000000+00:00,11/1/2023 3:00:00 PM,17996.5480290833,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-11-01T15:00:00.0000000+00:00,11/1/2023 3:00:00 PM,24313.2551013343,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-11-01T15:00:00.0000000+00:00,11/1/2023 3:00:00 PM,803.727796666389,L/h,15456,Billing heatmeter MC602
